domain,dimension,group,indicator,date,populationTotal,GNIperCap,value
social,food,World,undernourishment,2019,7613951633.0,16760.926440433814,8.333965862940227
social,food,World,undernourishment,2020,7687827383.0,16066.025338494152,8.913534724886006
social,food,World,undernourishment,2021,7754098184.0,16893.935947952497,9.441514698158482
social,food,World,undernourishment,2022,7817698708.0,17315.92846064459,9.619073039825317
social,food,Bottom-40,undernourishment,2000,2349493648.0,2578.2934911991783,21.434236938656323
social,food,Bottom-40,undernourishment,2001,2399170308.0,2651.204553558482,21.453727152036763
social,food,Bottom-40,undernourishment,2002,2449741936.0,2720.8105369237574,21.8636011966854
social,food,Bottom-40,undernourishment,2003,2500329049.0,2834.8544408699004,22.14340749204326
social,food,Bottom-40,undernourishment,2004,2550578234.0,2981.872986305376,21.799840245990275
social,food,Bottom-40,undernourishment,2005,2600719757.0,3130.140062432936,20.93624363514996
social,food,Bottom-40,undernourishment,2006,2650890254.0,3304.1508460524656,19.344147585937748
social,food,Bottom-40,undernourishment,2007,2701134047.0,3474.590884307729,17.749837960078104
social,food,Bottom-40,undernourishment,2008,2751140588.0,3552.114601242212,16.777275396585438
social,food,Bottom-40,undernourishment,2009,2801772892.0,3697.038330809848,16.247595702699805
social,food,Bottom-40,undernourishment,2010,2853829010.0,3872.8385886680026,15.713445915668226
social,food,Bottom-40,undernourishment,2011,2906775500.0,4037.275370702675,15.238891638105525
social,food,Bottom-40,undernourishment,2012,2959348479.0,4137.126781032276,14.831309458469493
social,food,Bottom-40,undernourishment,2013,3010829227.0,4284.509918605761,14.45307146927068
social,food,Bottom-40,undernourishment,2014,3062010054.0,4484.071457697526,14.303003398303016
social,food,Bottom-40,undernourishment,2015,3113570785.0,4683.8000646441415,14.19275282848596
social,food,Bottom-40,undernourishment,2016,3166876918.0,4866.86739041031,13.9416884040392
social,food,Bottom-40,undernourishment,2017,3221432230.0,5075.081865253418,13.545855479380982
social,food,Bottom-40,undernourishment,2018,3275903849.0,5280.281226645423,13.485215288319656
social,food,Bottom-40,undernourishment,2019,3330513776.0,5415.469538098557,14.409451881486527
social,food,Bottom-40,undernourishment,2020,3385534755.0,5126.031285066485,15.590195100537374
social,food,Bottom-40,undernourishment,2021,3438744816.0,5343.278863029352,16.552244767935115
social,food,Bottom-40,undernourishment,2022,3490550455.0,5591.401081099079,16.831571965545475
social,food,Middle-40,undernourishment,2000,2769704849.0,7691.142168911503,9.486957221086918
social,food,Middle-40,undernourishment,2001,2793711088.0,7901.094330103249,9.496312829288524
social,food,Middle-40,undernourishment,2002,2816523035.0,8165.740390226979,9.123018876215228
social,food,Middle-40,undernourishment,2003,2838875053.0,8526.402195630442,8.647800857863258
social,food,Middle-40,undernourishment,2004,2861612966.0,9070.969913300336,8.134088332894422
social,food,Middle-40,undernourishment,2005,2884524603.0,9580.631111195007,7.581750055851404
social,food,Middle-40,undernourishment,2006,2907321606.0,10280.46436749008,6.963962626775182
social,food,Middle-40,undernourishment,2007,2930234000.0,11082.820706742184,6.288468413273479
social,food,Middle-40,undernourishment,2008,2954169784.0,11616.244723132915,5.621511475692488
social,food,Middle-40,undernourishment,2009,2979187552.0,11625.854289056922,4.917526721694626
social,food,Middle-40,undernourishment,2010,3004533109.0,12299.990425947031,4.519390892390395
social,food,Middle-40,undernourishment,2011,3029849625.0,12866.651765304743,4.285580125185256
social,food,Middle-40,undernourishment,2012,3056565740.0,13416.170140494523,4.099766754435977
social,food,Middle-40,undernourishment,2013,3084956503.0,13856.72766678694,3.915343673226501
social,food,Middle-40,undernourishment,2014,3113703743.0,14315.109183096143,3.8559366783662568
social,food,Middle-40,undernourishment,2015,3141427653.0,14680.34553758381,3.860774553447913
social,food,Middle-40,undernourishment,2016,3166822906.0,15089.525043301355,3.886814025653002
social,food,Middle-40,undernourishment,2017,3190789331.0,15681.790137313006,3.910256610075145
social,food,Middle-40,undernourishment,2018,3212534355.0,16206.235471168688,3.888176133294612
social,food,Middle-40,undernourishment,2019,3231438890.0,16674.62909017034,3.93284626323229
social,food,Middle-40,undernourishment,2020,3247119035.0,16357.208250424066,3.998138057048469
social,food,Middle-40,undernourishment,2021,3258524112.0,17380.708500858178,4.144004824721702
social,food,Middle-40,undernourishment,2022,3267814975.0,17876.212540496334,4.1780019034584415
social,food,Top-20,undernourishment,2000,919341362.0,42739.57638800444,2.5925981898767216
social,food,Top-20,undernourishment,2001,925707198.0,43075.8674144251,2.593990345854478
social,food,Top-20,undernourishment,2002,932216949.0,43290.99572604382,2.5983135679932805
social,food,Top-20,undernourishment,2003,938954487.0,44007.79449876286,2.606740122218512
social,food,Top-20,undernourishment,2004,945899765.0,45227.7376563436,2.6025831901966905
social,food,Top-20,undernourishment,2005,953244976.0,46196.00795477076,2.601726416127474
social,food,Top-20,undernourishment,2006,961254703.0,47179.21579574922,2.605168325090629
social,food,Top-20,undernourishment,2007,970183297.0,47935.759909997854,2.617051194811489
social,food,Top-20,undernourishment,2008,979347889.0,47626.80764138488,2.6390804304883737
social,food,Top-20,undernourishment,2009,987820236.0,45742.84248487896,2.7429831867708367
social,food,Top-20,undernourishment,2010,995299354.0,46884.2391384578,2.7981686852375875
social,food,Top-20,undernourishment,2011,1002362912.0,47684.68903656116,2.75765131541499
social,food,Top-20,undernourishment,2012,1009419731.0,47995.29923723172,2.695908166273005
social,food,Top-20,undernourishment,2013,1016126395.0,48402.23610476518,2.6364818853071914
social,food,Top-20,undernourishment,2014,1022405182.0,49072.40683505207,2.6165618454386905
social,food,Top-20,undernourishment,2015,1028563163.0,49882.72106513036,2.6162318150217483
social,food,Top-20,undernourishment,2016,1034753972.0,50485.78704738166,2.6127077887650767
social,food,Top-20,undernourishment,2017,1040798359.0,51443.53601061375,2.6146381976568818
social,food,Top-20,undernourishment,2018,1046569592.0,52320.32800533014,2.5986048221626525
social,food,Top-20,undernourishment,2019,1051998967.0,52944.483949561305,2.6186172407144577
social,food,Top-20,undernourishment,2020,1055173593.0,50271.03648624599,2.61771031413596
social,food,Top-20,undernourishment,2021,1056829256.0,52976.96625296345,2.638218452858576
social,food,Top-20,undernourishment,2022,1059333278.0,54220.414031746346,2.638099420869888
social,food,World,foodInsecurity,2000,,,
social,food,World,foodInsecurity,2001,,,
social,food,World,foodInsecurity,2002,,,
social,food,World,foodInsecurity,2003,,,
social,food,World,foodInsecurity,2004,,,
social,food,World,foodInsecurity,2005,,,
social,food,World,foodInsecurity,2006,,,
social,food,World,foodInsecurity,2007,,,
social,food,World,foodInsecurity,2008,,,
social,food,World,foodInsecurity,2009,,,
social,food,World,foodInsecurity,2010,,,
social,food,World,foodInsecurity,2011,,,
social,food,World,foodInsecurity,2012,,,
social,food,World,foodInsecurity,2013,,,
social,food,World,foodInsecurity,2014,,,
social,food,World,foodInsecurity,2015,3923063298.0,19717.90315781096,22.241140536371734
social,food,World,foodInsecurity,2016,3972650387.0,19852.53812580946,23.137563613070085
social,food,World,foodInsecurity,2017,4022125116.0,20186.40877426833,23.776079272492723
social,food,World,foodInsecurity,2018,4072188417.0,20466.291401425293,24.01919092306087
social,food,World,foodInsecurity,2019,4122037742.0,20652.85566747838,25.343181013552204
social,food,World,foodInsecurity,2020,4169859130.0,19590.58278975337,27.07015213566699
social,food,World,foodInsecurity,2021,4214445497.0,20394.97541846453,28.87376141848822
social,food,World,foodInsecurity,2022,4257743765.0,20761.12385793621,29.362667618515086
social,food,Bottom-40,foodInsecurity,2000,,,
social,food,Bottom-40,foodInsecurity,2001,,,
social,food,Bottom-40,foodInsecurity,2002,,,
social,food,Bottom-40,foodInsecurity,2003,,,
social,food,Bottom-40,foodInsecurity,2004,,,
social,food,Bottom-40,foodInsecurity,2005,,,
social,food,Bottom-40,foodInsecurity,2006,,,
social,food,Bottom-40,foodInsecurity,2007,,,
social,food,Bottom-40,foodInsecurity,2008,,,
social,food,Bottom-40,foodInsecurity,2009,,,
social,food,Bottom-40,foodInsecurity,2010,,,
social,food,Bottom-40,foodInsecurity,2011,,,
social,food,Bottom-40,foodInsecurity,2012,,,
social,food,Bottom-40,foodInsecurity,2013,,,
social,food,Bottom-40,foodInsecurity,2014,,,
social,food,Bottom-40,foodInsecurity,2015,1449583240.0,4294.9846833266765,37.75155143053392
social,food,Bottom-40,foodInsecurity,2016,1479887659.0,4385.526813363873,39.21640661536188
social,food,Bottom-40,foodInsecurity,2017,1510967479.0,4485.753124017291,40.62228148200931
social,food,Bottom-40,foodInsecurity,2018,1542626961.0,4624.083661898014,41.5100393034684
social,food,Bottom-40,foodInsecurity,2019,1574950684.0,4750.998600481812,44.44453186071952
social,food,Bottom-40,foodInsecurity,2020,1608523198.0,4594.407736180415,47.7500011407358
social,food,Bottom-40,foodInsecurity,2021,1642488813.0,4689.057653289586,51.22737857862049
social,food,Bottom-40,foodInsecurity,2022,1676325870.0,4862.916708054187,52.44756286532761
social,food,Middle-40,foodInsecurity,2000,,,
social,food,Middle-40,foodInsecurity,2001,,,
social,food,Middle-40,foodInsecurity,2002,,,
social,food,Middle-40,foodInsecurity,2003,,,
social,food,Middle-40,foodInsecurity,2004,,,
social,food,Middle-40,foodInsecurity,2005,,,
social,food,Middle-40,foodInsecurity,2006,,,
social,food,Middle-40,foodInsecurity,2007,,,
social,food,Middle-40,foodInsecurity,2008,,,
social,food,Middle-40,foodInsecurity,2009,,,
social,food,Middle-40,foodInsecurity,2010,,,
social,food,Middle-40,foodInsecurity,2011,,,
social,food,Middle-40,foodInsecurity,2012,,,
social,food,Middle-40,foodInsecurity,2013,,,
social,food,Middle-40,foodInsecurity,2014,,,
social,food,Middle-40,foodInsecurity,2015,1565193727.0,16079.587300198678,16.619241827308958
social,food,Middle-40,foodInsecurity,2016,1579174696.0,16218.503411073689,17.448842128546872
social,food,Middle-40,foodInsecurity,2017,1592456626.0,16584.387158034846,17.66445074856312
social,food,Middle-40,foodInsecurity,2018,1605963192.0,16878.062253726737,17.305697632514608
social,food,Middle-40,foodInsecurity,2019,1618826931.0,17085.387635128216,17.657665469922925
social,food,Middle-40,foodInsecurity,2020,1629881056.0,16320.00967967045,18.50852265970505
social,food,Middle-40,foodInsecurity,2021,1638612894.0,17035.221827261616,19.03363580397897
social,food,Middle-40,foodInsecurity,2022,1645968932.0,17453.068711162152,18.311490440817145
social,food,Top-20,foodInsecurity,2000,,,
social,food,Top-20,foodInsecurity,2001,,,
social,food,Top-20,foodInsecurity,2002,,,
social,food,Top-20,foodInsecurity,2003,,,
social,food,Top-20,foodInsecurity,2004,,,
social,food,Top-20,foodInsecurity,2005,,,
social,food,Top-20,foodInsecurity,2006,,,
social,food,Top-20,foodInsecurity,2007,,,
social,food,Top-20,foodInsecurity,2008,,,
social,food,Top-20,foodInsecurity,2009,,,
social,food,Top-20,foodInsecurity,2010,,,
social,food,Top-20,foodInsecurity,2011,,,
social,food,Top-20,foodInsecurity,2012,,,
social,food,Top-20,foodInsecurity,2013,,,
social,food,Top-20,foodInsecurity,2014,,,
social,food,Top-20,foodInsecurity,2015,908286331.0,50601.85718450449,7.175108364148662
social,food,Top-20,foodInsecurity,2016,913588032.0,51188.560299968056,6.925227428329533
social,food,Top-20,foodInsecurity,2017,918701011.0,52252.60106484495,6.663264377968558
social,food,Top-20,foodInsecurity,2018,923598264.0,53165.768970412006,6.4788470317003535
social,food,Top-20,foodInsecurity,2019,928260127.0,53854.49074189595,6.3375536810060575
social,food,Top-20,foodInsecurity,2020,931454876.0,51210.30089763107,6.33959431481896
social,food,Top-20,foodInsecurity,2021,933343790.0,53932.59587277294,6.811784228831693
social,food,Top-20,foodInsecurity,2022,935448963.0,55071.42105038602,7.439597923526694
social,health,World,under5death,2000,6080349440.0,11004.692300065402,75.39809756394527
social,health,World,under5death,2001,6161487045.0,11128.904435397217,74.89198026870152
social,health,World,under5death,2002,6242484048.0,11261.540212469794,75.02519549890566
social,health,World,under5death,2003,6323318885.0,11529.855585079831,73.2704568322589
social,health,World,under5death,2004,6404505397.0,11968.080375877786,73.44222831326314
social,health,World,under5death,2005,6486299657.0,12355.022759039311,50.0908631548288
social,health,World,under5death,2006,6568898891.0,12844.695936427976,46.50634571625956
social,health,World,under5death,2007,6652767624.0,13345.289295115152,46.67916610820736
social,health,World,under5death,2008,6746573694.0,13513.566804047388,46.75516337730528
social,health,World,under5death,2009,6833042228.0,13265.06149154049,46.9379870192718
social,health,World,under5death,2010,6920123340.0,13756.612286521296,47.08784129850495
social,health,World,under5death,2011,7007405605.0,14139.65472043299,47.3255626537976
social,health,World,under5death,2012,7095686622.0,14416.13979162458,47.84124009190213
social,health,World,under5death,2013,7184298155.0,14677.34576588204,47.591472238946906
social,health,World,under5death,2014,7272468061.0,15007.36963524638,46.04565729147449
social,health,World,under5death,2015,7359806725.0,15311.021665523283,46.270626868941314
social,health,World,under5death,2016,7446454318.0,15597.754414036095,45.83338304715026
social,health,World,under5death,2017,7532610434.0,16013.618660403028,46.07483160598028
social,health,World,under5death,2018,7616372776.0,16383.639630409049,42.82796063079673
social,health,World,under5death,2019,7697333553.0,16667.708536867154,42.898325404036186
social,health,World,under5death,2020,7773158688.0,15973.23852919758,42.938348269572856
social,health,World,under5death,2021,7841335501.0,16791.987637107857,42.32263256146575
social,health,World,under5death,2022,7906974721.0,17210.951021450393,42.615680318930416
social,health,Bottom-40,under5death,2000,2390496925.0,2590.9974391428664,98.8412427679655
social,health,Bottom-40,under5death,2001,2441157194.0,2663.2031090486253,98.84662015747274
social,health,Bottom-40,under5death,2002,2492714585.0,2731.9750022323224,98.85167334550658
social,health,Bottom-40,under5death,2003,2544324485.0,2846.2560997209234,98.85618272466532
social,health,Bottom-40,under5death,2004,2595669620.0,2992.2508778064066,98.85954630851673
social,health,Bottom-40,under5death,2005,2646943702.0,3139.9579892205297,98.63383014256492
social,health,Bottom-40,under5death,2006,2698319942.0,3312.081416215672,95.51667531648106
social,health,Bottom-40,under5death,2007,2749859301.0,3481.6419270781485,95.3890627802706
social,health,Bottom-40,under5death,2008,2810086898.0,3550.327833144699,95.42634980108718
social,health,Bottom-40,under5death,2009,2862628786.0,3690.6612219346794,95.25955350328124
social,health,Bottom-40,under5death,2010,2916557172.0,3860.087593058656,94.99411565109548
social,health,Bottom-40,under5death,2011,2971219398.0,4025.339575358574,94.91806545482171
social,health,Bottom-40,under5death,2012,3025496765.0,4118.907239318242,95.71415201959404
social,health,Bottom-40,under5death,2013,3078734496.0,4261.941562979554,94.56407831797652
social,health,Bottom-40,under5death,2014,3131533963.0,4461.00717186334,93.49749351576808
social,health,Bottom-40,under5death,2015,3184625696.0,4655.56473539207,93.52194638575196
social,health,Bottom-40,under5death,2016,3239351100.0,4835.955023097456,93.55558522199092
social,health,Bottom-40,under5death,2017,3295224355.0,5037.397493099811,93.59174886894766
social,health,Bottom-40,under5death,2018,3351275676.0,5234.702054758413,93.62872685977148
social,health,Bottom-40,under5death,2019,3407742141.0,5364.77105881448,93.16413175171635
social,health,Bottom-40,under5death,2020,3464675412.0,5076.04284296782,92.60119631662629
social,health,Bottom-40,under5death,2021,3519786549.0,5287.298647675415,91.79247846486388
social,health,Bottom-40,under5death,2022,3573523686.0,5529.041654165806,91.81336902435744
social,health,Middle-40,under5death,2000,2771079507.0,7692.85018485735,80.1734821533578
social,health,Middle-40,under5death,2001,2795128241.0,7902.984182376066,78.76054667933212
social,health,Middle-40,under5death,2002,2817982774.0,8168.321690814426,78.75654182405589
social,health,Middle-40,under5death,2003,2840378133.0,8528.850379276693,74.5641063559054
social,health,Middle-40,under5death,2004,2863160639.0,9073.696198278563,74.65680538087337
social,health,Middle-40,under5death,2005,2886128730.0,9583.909852877112,22.114797699962608
social,health,Middle-40,under5death,2006,2908976565.0,10285.251123919892,16.41846605938539
social,health,Middle-40,under5death,2007,2931945847.0,11087.96033204242,16.452944910070162
social,health,Middle-40,under5death,2008,2955942444.0,11621.247297116652,15.99517612258353
social,health,Middle-40,under5death,2009,2981024091.0,11630.725189742872,16.114095671023545
social,health,Middle-40,under5death,2010,3006436061.0,12302.342501699068,16.231145219755266
social,health,Middle-40,under5death,2011,3031818549.0,12869.064810164246,16.36213213233428
social,health,Middle-40,under5death,2012,3058599742.0,13418.780155524284,16.30928993912143
social,health,Middle-40,under5death,2013,3087056858.0,13858.936902267154,16.447263051997858
social,health,Middle-40,under5death,2014,3115874201.0,14317.047425141602,13.503432066190788
social,health,Middle-40,under5death,2015,3143671521.0,14682.35031361053,13.586176836444356
social,health,Middle-40,under5death,2016,3169140069.0,15090.746063579065,12.065356648015042
social,health,Middle-40,under5death,2017,3193178974.0,15681.633581815418,12.106414114199913
social,health,Middle-40,under5death,2018,3214995105.0,16205.265939374283,3.86253729614932
social,health,Middle-40,under5death,2019,3233967613.0,16672.718839130957,3.934294718615662
social,health,Middle-40,under5death,2020,3249703015.0,16353.946617090254,3.979904268267419
social,health,Middle-40,under5death,2021,3261155656.0,17377.02988724466,2.691079827438939
social,health,Middle-40,under5death,2022,3270491108.0,17872.515797620435,2.7102529275551235
social,health,Top-20,under5death,2000,918773008.0,42884.48116386297,0.0
social,health,Top-20,under5death,2001,925201610.0,43211.60746647441,0.0
social,health,Top-20,under5death,2002,931786689.0,43434.57774070831,0.0
social,health,Top-20,under5death,2003,938616267.0,44150.09180789237,0.0
social,health,Top-20,under5death,2004,945675138.0,45367.89551820015,0.0
social,health,Top-20,under5death,2005,953227225.0,46333.85317750791,0.0
social,health,Top-20,under5death,2006,961602384.0,47336.50813464364,0.0
social,health,Top-20,under5death,2007,970962476.0,48096.38377034041,0.0
social,health,Top-20,under5death,2008,980544352.0,47771.22661658624,0.0
social,health,Top-20,under5death,2009,989389351.0,45891.19565832546,0.0
social,health,Top-20,under5death,2010,997130107.0,47088.21962921867,0.0
social,health,Top-20,under5death,2011,1004367658.0,47896.26480699086,0.0
social,health,Top-20,under5death,2012,1011590115.0,48229.01241060337,0.0
social,health,Top-20,under5death,2013,1018506801.0,48641.51652091816,0.0
social,health,Top-20,under5death,2014,1025059897.0,49324.63198058534,0.0
social,health,Top-20,under5death,2015,1031509508.0,50124.058180348926,0.0
social,health,Top-20,under5death,2016,1037963149.0,50731.97590244021,0.0
social,health,Top-20,under5death,2017,1044207105.0,51666.69831359288,0.0
social,health,Top-20,under5death,2018,1050101995.0,52510.25783958397,0.0
social,health,Top-20,under5death,2019,1055623799.0,53140.25987785476,0.0
social,health,Top-20,under5death,2020,1058780261.0,50463.92472529489,0.0
social,health,Top-20,under5death,2021,1060393296.0,53180.50108580106,0.0
social,health,Top-20,under5death,2022,1062959927.0,54448.4207495699,0.0
social,health,World,UHCindex,2000,6077209486.0,11007.767931513734,79.0527272437684
social,health,World,UHCindex,2001,6158256967.0,11132.480905750974,79.17547648836201
social,health,World,UHCindex,2002,6239174562.0,11265.59324599464,79.10786593567984
social,health,World,UHCindex,2003,6319934695.0,11533.875185856185,77.88501083554313
social,health,World,UHCindex,2004,6401045272.0,11972.00584721062,74.45193790218205
social,health,World,UHCindex,2005,6482758464.0,12358.939184392286,73.8919063790682
social,health,World,UHCindex,2006,6565271223.0,12849.005369366014,72.04726189268662
social,health,World,UHCindex,2007,6649049746.0,13349.8635488153,51.46573704097536
social,health,World,UHCindex,2008,6742764876.0,13518.151400164685,48.78392099520096
social,health,World,UHCindex,2009,6829142830.0,13269.447752151573,46.82074255283953
social,health,World,UHCindex,2010,6916131062.0,13761.242409775696,47.03946657221401
social,health,World,UHCindex,2011,7003317861.0,14144.298381291468,45.7950479994642
social,health,World,UHCindex,2012,7091502461.0,14420.846963440765,45.449454833094784
social,health,World,UHCindex,2013,7180016361.0,14682.130947670592,44.55795205951899
social,health,World,UHCindex,2014,7268087586.0,15012.430088555942,44.73200910873008
social,health,World,UHCindex,2015,7355322111.0,15316.206427622728,43.8783725348123
social,health,World,UHCindex,2016,7441860470.0,15602.902072428058,44.34826026777146
social,health,World,UHCindex,2017,7527909487.0,16019.093260428568,24.963895677084142
social,health,World,UHCindex,2018,7611567229.0,16389.318155033354,25.43888323843116
social,health,World,UHCindex,2019,7692423778.0,16673.652092650795,24.776366994377
social,health,World,UHCindex,2020,7768139287.0,15979.508080349024,27.200485932790407
social,health,World,UHCindex,2021,7836202109.0,16798.5472914841,27.745798701425507
social,health,World,UHCindex,2022,7901724649.0,17217.777742867125,28.068373001085067
social,health,Bottom-40,UHCindex,2000,2387356971.0,2587.7606554050494,100.0
social,health,Bottom-40,UHCindex,2001,2437927116.0,2661.0209059382028,100.0
social,health,Bottom-40,UHCindex,2002,2489405099.0,2730.7936384665823,99.55129637179232
social,health,Bottom-40,UHCindex,2003,2540940295.0,2844.688437488286,99.55924910860608
social,health,Bottom-40,UHCindex,2004,2592209495.0,2989.963110425705,99.33412214432153
social,health,Bottom-40,UHCindex,2005,2643402509.0,3137.2179285498087,99.34614834702045
social,health,Bottom-40,UHCindex,2006,2694692274.0,3309.7477306010096,99.35818029513524
social,health,Bottom-40,UHCindex,2007,2746141423.0,3479.36331276722,98.37504239125268
social,health,Bottom-40,UHCindex,2008,2806278080.0,3547.820843438134,98.19122479836354
social,health,Bottom-40,UHCindex,2009,2858729388.0,3688.079656470388,98.1870095078758
social,health,Bottom-40,UHCindex,2010,2912564894.0,3857.516958987994,98.20104870082253
social,health,Bottom-40,UHCindex,2011,2967131654.0,4022.3657612354673,94.69542240271622
social,health,Bottom-40,UHCindex,2012,3021312604.0,4115.695271671583,93.33519332844249
social,health,Bottom-40,UHCindex,2013,3074452702.0,4258.611236354349,93.36912836982717
social,health,Bottom-40,UHCindex,2014,3127153488.0,4457.9954043664175,93.399799920534
social,health,Bottom-40,UHCindex,2015,3180141082.0,4652.530273786089,91.9724607362561
social,health,Bottom-40,UHCindex,2016,3234757252.0,4832.514296563375,92.52688640390132
social,health,Bottom-40,UHCindex,2017,3290523408.0,5034.241052859113,47.65855800287928
social,health,Bottom-40,UHCindex,2018,3346470129.0,5231.607967203087,48.45594499552755
social,health,Bottom-40,UHCindex,2019,3402832366.0,5361.898589950597,46.65356956346759
social,health,Bottom-40,UHCindex,2020,3459656011.0,5074.310113385977,51.77396909706813
social,health,Bottom-40,UHCindex,2021,3514653157.0,5285.120537739254,52.618819194624734
social,health,Bottom-40,UHCindex,2022,3568273614.0,5526.971187272155,52.97215383326823
social,health,Middle-40,UHCindex,2000,2771079507.0,7692.85018485735,87.01715035273436
social,health,Middle-40,UHCindex,2001,2795128241.0,7902.984182376066,87.01332240591103
social,health,Middle-40,UHCindex,2002,2817982774.0,8168.321690814426,87.00430409373396
social,health,Middle-40,UHCindex,2003,2840378133.0,8528.850379276693,84.06010112738747
social,health,Middle-40,UHCindex,2004,2863160639.0,9073.696198278563,76.34857762516202
social,health,Middle-40,UHCindex,2005,2886128730.0,9583.909852877112,74.80558685959929
social,health,Middle-40,UHCindex,2006,2908976565.0,10285.251123919892,70.3610663154311
social,health,Middle-40,UHCindex,2007,2931945847.0,11087.96033204242,24.5309024631518
social,health,Middle-40,UHCindex,2008,2955942444.0,11621.247297116652,18.060780347183243
social,health,Middle-40,UHCindex,2009,2981024091.0,11630.725189742872,13.101352926973044
social,health,Middle-40,UHCindex,2010,3006436061.0,12302.342501699068,13.076675539516822
social,health,Middle-40,UHCindex,2011,3031818549.0,12869.064810164246,13.108796472370946
social,health,Middle-40,UHCindex,2012,3058599742.0,13418.780155524284,13.179274243200403
social,health,Middle-40,UHCindex,2013,3087056858.0,13858.936902267154,10.64698750683004
social,health,Middle-40,UHCindex,2014,3115874201.0,14317.047425141602,10.603974316227536
social,health,Middle-40,UHCindex,2015,3143671521.0,14682.35031361053,9.623830828984374
social,health,Middle-40,UHCindex,2016,3169140069.0,15090.746063579065,9.697125255084456
social,health,Middle-40,UHCindex,2017,3193178974.0,15681.633581815418,9.74087160577677
social,health,Middle-40,UHCindex,2018,3214995105.0,16205.265939374283,9.789563116613206
social,health,Middle-40,UHCindex,2019,3233967613.0,16672.718839130957,9.844266210961589
social,health,Middle-40,UHCindex,2020,3249703015.0,16353.946617090254,9.901532494347029
social,health,Middle-40,UHCindex,2021,3261155656.0,17377.02988724466,9.961127504059254
social,health,Middle-40,UHCindex,2022,3270491108.0,17872.515797620435,10.019723313065189
social,health,Top-20,UHCindex,2000,918773008.0,42884.48116386297,0.6017206591685157
social,health,Top-20,UHCindex,2001,925201610.0,43211.60746647441,0.6234568701193678
social,health,Top-20,UHCindex,2002,931786689.0,43434.57774070831,0.6092057406499397
social,health,Top-20,UHCindex,2003,938616267.0,44150.09180789237,0.5237510975291887
social,health,Top-20,UHCindex,2004,945675138.0,45367.89551820015,0.5045371088099813
social,health,Top-20,UHCindex,2005,953227225.0,46333.85317750791,0.5381406306350514
social,health,Top-20,UHCindex,2006,961602384.0,47336.50813464364,0.6150165700920309
social,health,Top-20,UHCindex,2007,970962476.0,48096.38377034041,0.1268733890803829
social,health,Top-20,UHCindex,2008,980544352.0,47771.22661658624,0.0
social,health,Top-20,UHCindex,2009,989389351.0,45891.19565832546,0.0
social,health,Top-20,UHCindex,2010,997130107.0,47088.21962921867,0.0
social,health,Top-20,UHCindex,2011,1004367658.0,47896.26480699086,0.0
social,health,Top-20,UHCindex,2012,1011590115.0,48229.01241060337,0.0
social,health,Top-20,UHCindex,2013,1018506801.0,48641.51652091816,0.0
social,health,Top-20,UHCindex,2014,1025059897.0,49324.63198058534,0.0
social,health,Top-20,UHCindex,2015,1031509508.0,50124.058180348926,0.0
social,health,Top-20,UHCindex,2016,1037963149.0,50731.97590244021,0.0
social,health,Top-20,UHCindex,2017,1044207105.0,51666.69831359288,0.0
social,health,Top-20,UHCindex,2018,1050101995.0,52510.25783958397,0.0
social,health,Top-20,UHCindex,2019,1055623799.0,53140.25987785476,0.0
social,health,Top-20,UHCindex,2020,1058780261.0,50463.92472529489,0.0
social,health,Top-20,UHCindex,2021,1060393296.0,53180.50108580106,0.0
social,health,Top-20,UHCindex,2022,1062959927.0,54448.4207495699,0.0
social,education,World,adultLiteracy,2000,5093026952.0,5917.170385871797,76.86538282663906
social,education,World,adultLiteracy,2001,5166913768.0,6053.3302219479165,76.8483537671285
social,education,World,adultLiteracy,2002,5241060503.0,6212.355949253122,76.91849664666668
social,education,World,adultLiteracy,2003,5315327205.0,6443.863703497498,77.03814295861058
social,education,World,adultLiteracy,2004,5389771095.0,6805.23573067239,77.29773765825479
social,education,World,adultLiteracy,2005,5464506483.0,7124.185745446327,77.55491354811232
social,education,World,adultLiteracy,2006,5539855588.0,7549.909429530162,78.01877019564584
social,education,World,adultLiteracy,2007,5616142535.0,8018.043228759818,78.15855129918772
social,education,World,adultLiteracy,2008,5693437575.0,8291.182971721888,78.57185069910291
social,education,World,adultLiteracy,2009,5771936942.0,8317.463511276223,79.13727228212588
social,education,World,adultLiteracy,2010,5851156871.0,8728.10350930272,79.7163352379221
social,education,World,adultLiteracy,2011,5930992674.0,9114.890355766503,80.28804292784129
social,education,World,adultLiteracy,2012,6011731298.0,9408.038118088429,80.67356691988134
social,education,World,adultLiteracy,2013,6092371544.0,9679.618518401954,80.96187052540486
social,education,World,adultLiteracy,2014,6172884565.0,10009.146386661932,81.35061965863058
social,education,World,adultLiteracy,2015,6252811852.0,10285.231504208894,81.70540584808083
social,education,World,adultLiteracy,2016,6332159184.0,10584.867856957708,82.17881346525317
social,education,World,adultLiteracy,2017,6411439070.0,10940.21004355702,82.60213145790122
social,education,World,adultLiteracy,2018,6488655762.0,11270.459084747568,82.95047025173822
social,education,World,adultLiteracy,2019,6563082705.0,11536.527075145872,83.36711409027757
social,education,World,adultLiteracy,2020,6633612122.0,11141.71368029333,83.609092657319
social,education,World,adultLiteracy,2021,6697928320.0,11731.21741272976,83.71480398391265
social,education,World,adultLiteracy,2022,6757361726.0,12080.37175510846,83.84852094797255
