domain,dimension,group,indicator,date,populationTotal,GNIperCap,value
social,social cohesion,World,socialSupport,2000,5697045316.0,11511.032635419457,
social,social cohesion,World,socialSupport,2001,5769703014.0,11642.650442749093,
social,social cohesion,World,socialSupport,2002,5842014420.0,11782.637161879573,
social,social cohesion,World,socialSupport,2003,5913980189.0,12066.579183707465,
social,social cohesion,World,socialSupport,2004,5986016444.0,12533.044783811456,
social,social cohesion,World,socialSupport,2005,6058334901.0,12942.937169723027,20.469479993522285
social,social cohesion,World,socialSupport,2006,6130799309.0,13461.392711498323,20.88536506494553
social,social cohesion,World,socialSupport,2007,6203692038.0,13991.259635488695,23.90772940285896
social,social cohesion,World,socialSupport,2008,6277951592.0,14190.348581759928,24.203065074118012
social,social cohesion,World,socialSupport,2009,6353458062.0,13926.245250794182,22.28383833877736
social,social cohesion,World,socialSupport,2010,6428996060.0,14456.692103510704,23.00505096448988
social,social cohesion,World,socialSupport,2011,6505082819.0,14868.723115954395,24.01229118443044
social,social cohesion,World,socialSupport,2012,6582435210.0,15167.367281369412,25.172528547292387
social,social cohesion,World,socialSupport,2013,6660245460.0,15466.221266740382,24.929010788117253
social,social cohesion,World,socialSupport,2014,6737819136.0,15822.54311864738,22.40659571646502
social,social cohesion,World,socialSupport,2015,6813863393.0,16149.754386108643,23.221970771978636
social,social cohesion,World,socialSupport,2016,6888265417.0,16464.365035837538,23.615634044472543
social,social cohesion,World,socialSupport,2017,6961902108.0,16921.842126261992,23.41371610047156
social,social cohesion,World,socialSupport,2018,7032749295.0,17336.746202719998,22.360746297139983
social,social cohesion,World,socialSupport,2019,7100131909.0,17660.681616347716,23.420925024082024
social,social cohesion,World,socialSupport,2020,7162432399.0,16944.91136794954,23.478029612767077
social,social cohesion,World,socialSupport,2021,7217192496.0,17851.686894085637,24.319738719568107
social,social cohesion,World,socialSupport,2022,7268893397.0,18312.534691469777,23.01191148498269
social,social cohesion,Bottom-40,socialSupport,2000,2068606709.0,2657.2786024748248,
social,social cohesion,Bottom-40,socialSupport,2001,2111705855.0,2731.934993762761,
social,social cohesion,Bottom-40,socialSupport,2002,2155516332.0,2798.596426746777,
social,social cohesion,Bottom-40,socialSupport,2003,2199225441.0,2924.098931047366,
social,social cohesion,Bottom-40,socialSupport,2004,2242454831.0,3079.1075996709696,
social,social cohesion,Bottom-40,socialSupport,2005,2285372248.0,3232.607686231488,27.97783035645124
social,social cohesion,Bottom-40,socialSupport,2006,2327837030.0,3412.653654300569,28.416316969255632
social,social cohesion,Bottom-40,socialSupport,2007,2369725015.0,3588.4157754294074,37.62732259407227
social,social cohesion,Bottom-40,socialSupport,2008,2411777263.0,3663.5010115225737,33.000107974365946
social,social cohesion,Bottom-40,socialSupport,2009,2454747332.0,3815.923832807464,32.702104404688924
social,social cohesion,Bottom-40,socialSupport,2010,2498623479.0,4005.671853583656,33.855732806912485
social,social cohesion,Bottom-40,socialSupport,2011,2543300889.0,4138.407968711472,36.12058847173536
social,social cohesion,Bottom-40,socialSupport,2012,2587910089.0,4281.808014532431,38.69485490379903
social,social cohesion,Bottom-40,socialSupport,2013,2632058645.0,4465.57367256785,37.348308216634365
social,social cohesion,Bottom-40,socialSupport,2014,2675979160.0,4676.780023915346,33.804290929472685
social,social cohesion,Bottom-40,socialSupport,2015,2719520306.0,4893.09160667262,33.74461060527578
social,social cohesion,Bottom-40,socialSupport,2016,2763758398.0,5096.673417169512,32.81659492395784
social,social cohesion,Bottom-40,socialSupport,2017,2808750144.0,5327.612591183659,32.974780242219595
social,social cohesion,Bottom-40,socialSupport,2018,2853383175.0,5561.141260871828,31.522038504286016
social,social cohesion,Bottom-40,socialSupport,2019,2897623168.0,5714.772660140999,35.93962639223143
social,social cohesion,Bottom-40,socialSupport,2020,2942137369.0,5398.3644631937,33.835558126874176
social,social cohesion,Bottom-40,socialSupport,2021,2984932866.0,5664.189471179911,37.66350589137476
social,social cohesion,Bottom-40,socialSupport,2022,3025970227.0,5946.329182092706,36.09616174809332
social,social cohesion,Middle-40,socialSupport,2000,2708222736.0,7641.4605772523855,
social,social cohesion,Middle-40,socialSupport,2001,2731386678.0,7851.073005672814,
social,social cohesion,Middle-40,socialSupport,2002,2753358616.0,8117.255404838118,
social,social cohesion,Middle-40,socialSupport,2003,2774863718.0,8469.510670568241,
social,social cohesion,Middle-40,socialSupport,2004,2796726888.0,9019.265075898234,
social,social cohesion,Middle-40,socialSupport,2005,2818763300.0,9528.41552352324,19.322720363351948
social,social cohesion,Middle-40,socialSupport,2006,2840665243.0,10233.75332867938,19.73697206160567
social,social cohesion,Middle-40,socialSupport,2007,2862618119.0,11042.149030315284,18.541516162005134
social,social cohesion,Middle-40,socialSupport,2008,2885541102.0,11585.56429757122,22.30143929180781
social,social cohesion,Middle-40,socialSupport,2009,2909490695.0,11598.623807432848,18.06326762262236
social,social cohesion,Middle-40,socialSupport,2010,2933717376.0,12280.143120263418,18.861156186754584
social,social cohesion,Middle-40,socialSupport,2011,2958286321.0,12894.986433015796,18.977182816195352
social,social cohesion,Middle-40,socialSupport,2012,2984220456.0,13423.408108335569,18.768820940216216
social,social cohesion,Middle-40,socialSupport,2013,3011379636.0,13884.899460213828,19.59959861697041
social,social cohesion,Middle-40,socialSupport,2014,3038876069.0,14360.081121531226,16.426310751095983
social,social cohesion,Middle-40,socialSupport,2015,3065347669.0,14730.456648707072,18.46962169447231
social,social cohesion,Middle-40,socialSupport,2016,3089490240.0,15148.596738406466,20.07769562423887
social,social cohesion,Middle-40,socialSupport,2017,3112206752.0,15746.957918584492,19.49871129786908
social,social cohesion,Middle-40,socialSupport,2018,3132682647.0,16284.66566559764,18.25010928130338
social,social cohesion,Middle-40,socialSupport,2019,3150369745.0,16773.72182993595,16.570850481968975
social,social cohesion,Middle-40,socialSupport,2020,3164900724.0,16482.64955016132,18.868430627994957
social,social cohesion,Middle-40,socialSupport,2021,3175175854.0,17522.014019210605,16.462037069410385
social,social cohesion,Middle-40,socialSupport,2022,3183371386.0,18023.659519827743,14.730443905987684
social,social cohesion,Top-20,socialSupport,2000,920215871.0,42802.166516442725,
social,social cohesion,Top-20,socialSupport,2001,926610481.0,43126.293984763935,
social,social cohesion,Top-20,socialSupport,2002,933139472.0,43350.64800861324,
social,social cohesion,Top-20,socialSupport,2003,939891030.0,44078.53494602646,
social,social cohesion,Top-20,socialSupport,2004,946834725.0,45302.34282384274,
social,social cohesion,Top-20,socialSupport,2005,954199353.0,46286.54165220403,5.874069145184791
social,social cohesion,Top-20,socialSupport,2006,962297036.0,47297.58743699468,6.057689108028072
social,social cohesion,Top-20,socialSupport,2007,971348904.0,48061.46513975733,6.251618548631882
social,social cohesion,Top-20,socialSupport,2008,980633227.0,47744.81403210857,8.163134690467501
social,social cohesion,Top-20,socialSupport,2009,989220035.0,45860.97800962637,8.8444627370489
social,social cohesion,Top-20,socialSupport,2010,996655205.0,47064.30202196776,8.000110212809957
social,social cohesion,Top-20,socialSupport,2011,1003495609.0,47882.61773243426,8.167925845930597
social,social cohesion,Top-20,socialSupport,2012,1010304665.0,48202.16207730486,9.45005381292644
social,social cohesion,Top-20,socialSupport,2013,1016807179.0,48625.221894702176,8.564614252407353
social,social cohesion,Top-20,socialSupport,2014,1022963907.0,49323.30526103864,10.356659339794945
social,social cohesion,Top-20,socialSupport,2015,1028995418.0,50127.90764687617,9.568916262101451
social,social cohesion,Top-20,socialSupport,2016,1035016779.0,50746.52085196338,9.607352270217348
social,social cohesion,Top-20,socialSupport,2017,1040945212.0,51718.84779246646,9.32043267398879
social,social cohesion,Top-20,socialSupport,2018,1046683473.0,52587.27648257096,9.688953783318697
social,social cohesion,Top-20,socialSupport,2019,1052138996.0,53215.86393796806,9.45488861157429
social,social cohesion,Top-20,socialSupport,2020,1055394306.0,50519.60443928863,8.427400253409317
social,social cohesion,Top-20,socialSupport,2021,1057083776.0,53256.289456014994,10.242647596129274
social,social cohesion,Top-20,socialSupport,2022,1059551784.0,54497.04896139191,10.525910315897647
social,social cohesion,World,palma,2000,6087113661.0,11033.593778486846,71.33337934561692
social,social cohesion,World,palma,2001,6168321963.0,11157.924027657036,71.86686992979196
social,social cohesion,World,palma,2002,6249366588.0,11289.939082169089,69.69780509217904
social,social cohesion,World,palma,2003,6330239342.0,11559.495576669651,69.44987649726056
social,social cohesion,World,palma,2004,6411455695.0,12000.204077563389,67.62562904990955
social,social cohesion,World,palma,2005,6493271134.0,12388.84340932646,68.14812014902071
social,social cohesion,World,palma,2006,6575894375.0,12881.718983200612,67.8362875620246
social,social cohesion,World,palma,2007,6659804230.0,13384.936003439365,72.3777234514895
social,social cohesion,World,palma,2008,6753659772.0,13554.87644970591,68.67555786907059
social,social cohesion,World,palma,2009,6840172498.0,13303.153428987966,67.65568621775421
social,social cohesion,World,palma,2010,6927291704.0,13796.6417931423,67.74812077409813
social,social cohesion,World,palma,2011,7014617158.0,14181.534053313428,70.15298640194156
social,social cohesion,World,palma,2012,7102957187.0,14457.278813069255,69.93719951025238
social,social cohesion,World,palma,2013,7191631788.0,14719.598108524537,69.81115958101942
social,social cohesion,World,palma,2014,7279857340.0,15050.324979535386,68.32719717828975
social,social cohesion,World,palma,2015,7367243918.0,15354.313495222154,69.26743302922091
social,social cohesion,World,palma,2016,7453927854.0,15641.917922024915,65.83370180282402
social,social cohesion,World,palma,2017,7540109842.0,16060.191327793138,65.89126693255406
social,social cohesion,World,palma,2018,7623892512.0,16431.285562868605,65.93252293481443
social,social cohesion,World,palma,2019,7704868157.0,16713.676317093705,66.01532488753786
social,social cohesion,World,palma,2020,7780698402.0,16015.845882759748,68.92366521521419
social,social cohesion,World,palma,2021,7848869118.0,16837.8414884704,64.6097772909761
social,social cohesion,World,palma,2022,7914502913.0,17254.434027524196,64.67316014998856
social,social cohesion,Bottom-40,palma,2000,2390496925.0,2590.9974391428664,91.30067598811073
social,social cohesion,Bottom-40,palma,2001,2441157194.0,2663.2031090486253,91.36012611074813
social,social cohesion,Bottom-40,palma,2002,2492714585.0,2731.9750022323224,91.41991962148366
social,social cohesion,Bottom-40,palma,2003,2544324485.0,2846.2560997209234,91.47736433468312
social,social cohesion,Bottom-40,palma,2004,2595669620.0,2992.2508778064066,86.39552925845778
social,social cohesion,Bottom-40,palma,2005,2646943702.0,3139.9579892205297,86.40604204282393
social,social cohesion,Bottom-40,palma,2006,2698319942.0,3312.081416215672,86.39838837169295
social,social cohesion,Bottom-40,palma,2007,2749859301.0,3481.6419270781485,86.3699651519007
social,social cohesion,Bottom-40,palma,2008,2810086898.0,3550.327833144699,89.44396811318822
social,social cohesion,Bottom-40,palma,2009,2862628786.0,3690.6612219346794,89.41539537079188
social,social cohesion,Bottom-40,palma,2010,2916557172.0,3860.087593058656,89.37842350652195
social,social cohesion,Bottom-40,palma,2011,2971219398.0,4025.339575358574,86.35012448851816
social,social cohesion,Bottom-40,palma,2012,3025496765.0,4118.907239318242,86.34730402694713
social,social cohesion,Bottom-40,palma,2013,3078734496.0,4261.941562979554,86.36201421247856
social,social cohesion,Bottom-40,palma,2014,3131533963.0,4461.00717186334,86.38907005205616
social,social cohesion,Bottom-40,palma,2015,3184625696.0,4655.56473539207,85.83105108500638
social,social cohesion,Bottom-40,palma,2016,3239351100.0,4835.955023097456,85.81916282554243
social,social cohesion,Bottom-40,palma,2017,3295224355.0,5037.397493099811,85.6104483058787
social,social cohesion,Bottom-40,palma,2018,3351275676.0,5234.702054758413,85.58503726030088
social,social cohesion,Bottom-40,palma,2019,3407742141.0,5364.77105881448,85.54900354474914
social,social cohesion,Bottom-40,palma,2020,3464675412.0,5076.04284296782,82.45770977867292
social,social cohesion,Bottom-40,palma,2021,3519786549.0,5287.298647675415,82.24154086339172
social,social cohesion,Bottom-40,palma,2022,3573523686.0,5529.041654165806,82.19508672930621
social,social cohesion,Middle-40,palma,2000,2771079507.0,7692.85018485735,77.69106417053807
social,social cohesion,Middle-40,palma,2001,2795128241.0,7902.984182376066,78.56204888167777
social,social cohesion,Middle-40,palma,2002,2817982774.0,8168.321690814426,73.4539344277766
social,social cohesion,Middle-40,palma,2003,2840378133.0,8528.850379276693,72.5912475893575
social,social cohesion,Middle-40,palma,2004,2863160639.0,9073.696198278563,72.63184536953953
social,social cohesion,Middle-40,palma,2005,2886128730.0,9583.909852877112,73.59343146831846
social,social cohesion,Middle-40,palma,2006,2908976565.0,10285.251123919892,72.71649168476543
social,social cohesion,Middle-40,palma,2007,2931945847.0,11087.96033204242,72.97049518118197
social,social cohesion,Middle-40,palma,2008,2955942444.0,11621.247297116652,71.6259879585125
social,social cohesion,Middle-40,palma,2009,2981024091.0,11630.725189742872,69.12279042698954
social,social cohesion,Middle-40,palma,2010,3006436061.0,12302.342501699068,69.13951834746835
social,social cohesion,Middle-40,palma,2011,3031818549.0,12869.064810164246,77.42792106652554
social,social cohesion,Middle-40,palma,2012,3058599742.0,13418.780155524284,76.74100830418496
social,social cohesion,Middle-40,palma,2013,3087056858.0,13858.936902267154,76.49093876844947
social,social cohesion,Middle-40,palma,2014,3115874201.0,14317.047425141602,72.80237046386456
social,social cohesion,Middle-40,palma,2015,3143671521.0,14682.35031361053,75.36761796430703
social,social cohesion,Middle-40,palma,2016,3169140069.0,15090.746063579065,67.11021345519455
social,social cohesion,Middle-40,palma,2017,3193178974.0,15681.633581815418,67.23138782636867
social,social cohesion,Middle-40,palma,2018,3214995105.0,16205.265939374283,67.12396649201119
social,social cohesion,Middle-40,palma,2019,3233967613.0,16672.718839130957,67.1218763995705
social,social cohesion,Middle-40,palma,2020,3249703015.0,16353.946617090254,66.76000969891706
social,social cohesion,Middle-40,palma,2021,3261155656.0,17377.02988724466,66.7248818374096
social,social cohesion,Middle-40,palma,2022,3270491108.0,17872.515797620435,66.68381582403006
social,social cohesion,Top-20,palma,2000,925537229.0,42841.57056886864,0.7263747788150832
social,social cohesion,Top-20,palma,2001,932036528.0,43168.38978676752,0.7323335293142074
social,social cohesion,Top-20,palma,2002,938669229.0,43387.74839026642,0.7366231667534506
social,social cohesion,Top-20,palma,2003,945536724.0,44109.777454907606,0.7399504241783421
social,social cohesion,Top-20,palma,2004,952625436.0,45340.414645573714,1.435856159524172
social,social cohesion,Top-20,palma,2005,960198702.0,46315.86108642239,1.4498829222537315
social,social cohesion,Top-20,palma,2006,968597868.0,47338.75129945506,1.4693376343463107
social,social cohesion,Top-20,palma,2007,977999082.0,48116.33221024317,31.258389770145
social,social cohesion,Top-20,palma,2008,987630430.0,47807.91933225158,0.7530465621639463
social,social cohesion,Top-20,palma,2009,996519621.0,45919.21545509608,0.759419066170098
social,social cohesion,Top-20,palma,2010,1004298471.0,47126.41840786978,0.7668753087248302
social,social cohesion,Top-20,palma,2011,1011579211.0,47946.01860155472,0.774798346463844
social,social cohesion,Top-20,palma,2012,1018860680.0,48274.52404996078,0.7826552890430515
social,social cohesion,Top-20,palma,2013,1025840434.0,48694.91910204364,0.0375935659404901
social,social cohesion,Top-20,palma,2014,1032449176.0,49381.90255022027,0.0376900877104288
social,social cohesion,Top-20,palma,2015,1038946701.0,50181.83804288999,0.0377976078678553
social,social cohesion,Top-20,palma,2016,1045436685.0,50795.6954314738,0.0378766122981421
social,social cohesion,Top-20,palma,2017,1051706513.0,51746.36506086974,0.0379402423649343
social,social cohesion,Top-20,palma,2018,1057621731.0,52596.85291749837,0.0380009211440834
social,social cohesion,Top-20,palma,2019,1063158403.0,53214.91427993404,0.0380523728974373
social,social cohesion,Top-20,palma,2020,1066319975.0,50530.94500051039,31.542921626315778
social,social cohesion,Top-20,palma,2021,1067926913.0,53260.809722408114,0.0381960595837142
social,social cohesion,Top-20,palma,2022,1070488119.0,54508.03426175838,0.038298790311002
social,political voice,World,govRegimes,2000,6084948028.0,11028.4470413758,46.63682434002212
social,political voice,World,govRegimes,2001,6166127352.0,11152.76028809876,46.03006467388966
social,political voice,World,govRegimes,2002,6247142642.0,11284.687175014422,48.53922447061679
social,political voice,World,govRegimes,2003,6327986460.0,11554.247982960023,47.84305154786946
social,political voice,World,govRegimes,2004,6409174329.0,11995.078155237525,49.09820425326115
social,political voice,World,govRegimes,2005,6490951589.0,12383.721716281398,49.45188273225927
social,political voice,World,govRegimes,2006,6573549605.0,12876.458765211017,49.585767277403846
social,political voice,World,govRegimes,2007,6657436614.0,13379.739886767127,50.45851470723444
social,political voice,World,govRegimes,2008,6751269201.0,13549.975093848105,50.34204247842139
social,political voice,World,govRegimes,2009,6837758745.0,13298.668586066797,50.69099407074796
social,political voice,World,govRegimes,2010,6924854700.0,13792.366213313791,49.76636637588945
social,political voice,World,govRegimes,2011,7012156181.0,14177.490209214177,49.629011992481175
social,political voice,World,govRegimes,2012,7100472452.0,14453.442156074118,47.86732650505043
social,political voice,World,govRegimes,2013,7189125117.0,14715.931389947464,48.388476614128734
social,political voice,World,govRegimes,2014,7277328582.0,15046.81655742922,48.01433125670015
social,political voice,World,govRegimes,2015,7364693291.0,15350.737308665568,48.03791642380291
social,political voice,World,govRegimes,2016,7451355696.0,15638.382530885674,47.5063856755658
social,political voice,World,govRegimes,2017,7537515760.0,16056.690045694071,66.10254127017573
social,political voice,World,govRegimes,2018,7621277016.0,16428.10187876494,67.88491449842873
social,political voice,World,govRegimes,2019,7702231758.0,16710.3743932465,67.89607363564872
social,political voice,World,govRegimes,2020,7778041468.0,16013.049532167362,67.71991885965605
social,political voice,World,govRegimes,2021,7846191585.0,16835.161374113653,70.7494789907045
social,political voice,World,govRegimes,2022,7911804204.0,17251.584578168557,70.76488174681326
social,political voice,Bottom-40,govRegimes,2000,2389945917.0,2590.671949861747,41.38217078323952
social,political voice,Bottom-40,govRegimes,2001,2440601941.0,2662.819506213497,42.17686816139429
social,political voice,Bottom-40,govRegimes,2002,2492155654.0,2731.6211374082936,47.65119141310264
social,political voice,Bottom-40,govRegimes,2003,2543762367.0,2845.932953731204,46.02070787691624
social,political voice,Bottom-40,govRegimes,2004,2595104623.0,2991.96101550394,49.36314388431499
social,political voice,Bottom-40,govRegimes,2005,2646376090.0,3139.6893409668046,49.47183334776879
social,political voice,Bottom-40,govRegimes,2006,2697749751.0,3311.857003805604,49.044723199753896
social,political voice,Bottom-40,govRegimes,2007,2749286468.0,3481.4351455806286,51.12499287942518
social,political voice,Bottom-40,govRegimes,2008,2809511421.0,3550.140231906892,50.66360198291573
social,political voice,Bottom-40,govRegimes,2009,2862050601.0,3690.517411573784,51.45252283399444
social,political voice,Bottom-40,govRegimes,2010,2915975568.0,3859.969421833083,47.89172678006471
social,political voice,Bottom-40,govRegimes,2011,2970634007.0,4025.244327501248,47.49746383011767
social,political voice,Bottom-40,govRegimes,2012,3024908232.0,4118.834478145015,43.71597951339107
social,political voice,Bottom-40,govRegimes,2013,3078143278.0,4261.887246708674,42.59762699714071
social,political voice,Bottom-40,govRegimes,2014,3130940253.0,4460.963705773672,41.252698219406106
social,political voice,Bottom-40,govRegimes,2015,3184029547.0,4655.494651093422,41.972289461295006
social,political voice,Bottom-40,govRegimes,2016,3238752230.0,4835.899647709131,40.75362273081321
social,political voice,Bottom-40,govRegimes,2017,3294622503.0,5037.354035595447,83.39360155824201
social,political voice,Bottom-40,govRegimes,2018,3350670781.0,5234.689706790688,87.07449175681936
social,political voice,Bottom-40,govRegimes,2019,3407133981.0,5364.74691175456,88.24884165892153
social,political voice,Bottom-40,govRegimes,2020,3464062178.0,5076.005116678059,87.63968549065692
social,political voice,Bottom-40,govRegimes,2021,3519166509.0,5287.35486659999,94.18736739290786
social,political voice,Bottom-40,govRegimes,2022,3572896169.0,5529.173465768377,92.47632465974412
social,political voice,Middle-40,govRegimes,2000,2770249768.0,7691.947282112168,65.24938617014983
social,political voice,Middle-40,govRegimes,2001,2794287788.0,7902.162808908474,63.22414361136664
social,political voice,Middle-40,govRegimes,2002,2817131735.0,8167.534138541174,63.95077172349557
social,political voice,Middle-40,govRegimes,2003,2839516412.0,8528.043742698752,63.83859312590583
social,political voice,Middle-40,govRegimes,2004,2862288146.0,9072.986838834498,63.60956357746102
social,political voice,Middle-40,govRegimes,2005,2885235255.0,9583.190509122234,64.26601164624962
social,political voice,Middle-40,govRegimes,2006,2908072527.0,10284.576402259116,64.91591913450239
social,political voice,Middle-40,govRegimes,2007,2931031168.0,11087.438245811058,64.90373916078399
social,political voice,Middle-40,govRegimes,2008,2955016869.0,11620.863269798476,65.0133489982456
social,political voice,Middle-40,govRegimes,2009,2980087477.0,11630.490665799372,64.98688719532511
social,political voice,Middle-40,govRegimes,2010,3005489039.0,12302.406183119158,66.23864988915037
social,political voice,Middle-40,govRegimes,2011,3030861670.0,12869.2737856351,66.26954433060615
social,political voice,Middle-40,govRegimes,2012,3057632885.0,13419.167264192847,65.87696191002995
social,political voice,Middle-40,govRegimes,2013,3086080215.0,13859.42256123763,68.16810933088465
social,political voice,Middle-40,govRegimes,2014,3114887046.0,14317.639459051905,68.6183041771846
social,political voice,Middle-40,govRegimes,2015,3142673848.0,14683.000799484083,67.93072957152759
social,political voice,Middle-40,govRegimes,2016,3168132734.0,15091.428079195408,67.92491715721151
social,political voice,Middle-40,govRegimes,2017,3192161822.0,15682.511933638909,67.8431249028327
social,political voice,Middle-40,govRegimes,2018,3213968034.0,16206.222619638567,67.99977479178625
social,political voice,Middle-40,govRegimes,2019,3232930982.0,16673.778088157665,66.53435687232991
social,political voice,Middle-40,govRegimes,2020,3248657974.0,16355.453284674675,66.4752420933063
social,political voice,Middle-40,govRegimes,2021,3260103260.0,17378.659541987392,66.40452591063021
social,political voice,Middle-40,govRegimes,2022,3269431713.0,17873.984848656917,67.9741616918732
social,political voice,Top-20,govRegimes,2000,924752343.0,42830.21973778781,4.4600106517383535
social,political voice,Top-20,govRegimes,2001,931237623.0,43157.12743881173,4.535729652323122
social,political voice,Top-20,govRegimes,2002,937855253.0,43375.9960739964,4.605747407377373
social,political voice,Top-20,govRegimes,2003,944707681.0,44098.53790031769,4.672032194475192
social,political voice,Top-20,govRegimes,2004,951781560.0,45330.35126895816,4.73588456578209
social,political voice,Top-20,govRegimes,2005,959340244.0,46306.38661893481,4.843054827584195
social,political voice,Top-20,govRegimes,2006,967727327.0,47328.60554556319,5.02611630807032
social,political voice,Top-20,govRegimes,2007,977118978.0,48106.40429629215,5.252410315993269
social,political voice,Top-20,govRegimes,2008,986740911.0,47799.2981514504,5.489961386631916
social,political voice,Top-20,govRegimes,2009,995620667.0,45911.82342433758,5.711467819500376
social,political voice,Top-20,govRegimes,2010,1003390093.0,47120.06712269225,5.874300275755264
social,political voice,Top-20,govRegimes,2011,1010660504.0,47941.18211453516,5.991111828389012
social,political voice,Top-20,govRegimes,2012,1017931335.0,48270.72587394311,6.106739802837487
social,political voice,Top-20,govRegimes,2013,1024901624.0,48692.168564570165,6.2220214610568325
social,political voice,Top-20,govRegimes,2014,1031501283.0,49380.24656592933,6.319008136415473
social,political voice,Top-20,govRegimes,2015,1037989896.0,50180.02306387485,6.415653683781137
social,political voice,Top-20,govRegimes,2016,1044470732.0,50794.36029535577,6.511372019948569
social,political voice,Top-20,govRegimes,2017,1050731435.0,51745.15259837263,6.597572766060815
social,political voice,Top-20,govRegimes,2018,1056638201.0,52598.05287466278,6.684105111206367
social,political voice,Top-20,govRegimes,2019,1062166795.0,53215.36253544037,6.75476180744287
social,political voice,Top-20,govRegimes,2020,1065321316.0,50532.44632408532,6.743216241061302
social,political voice,Top-20,govRegimes,2021,1066921816.0,53264.06664336831,6.71776159463216
social,political voice,Top-20,govRegimes,2022,1069476322.0,54511.000006744274,6.762845283450791
social,peace and justice,World,controlCorruption,2000,4379369719.0,13657.748220423788,
social,peace and justice,World,controlCorruption,2001,4441870763.0,13744.38886283874,
social,peace and justice,World,controlCorruption,2002,4504516523.0,13829.61366829069,
social,peace and justice,World,controlCorruption,2003,4567031457.0,14045.685960145103,
social,peace and justice,World,controlCorruption,2004,4629582264.0,14488.638765239117,
social,peace and justice,World,controlCorruption,2005,4691861255.0,14849.27315020903,79.93827983595126
social,peace and justice,World,controlCorruption,2006,4753212340.0,15306.65404387015,80.05125172529529
social,peace and justice,World,controlCorruption,2007,4814328029.0,15744.417516547275,81.42652439043862
social,peace and justice,World,controlCorruption,2008,4876655997.0,15805.968601009448,82.58861759473042
social,peace and justice,World,controlCorruption,2009,4939993164.0,15316.977397356452,82.16417234868277
social,peace and justice,World,controlCorruption,2010,5003854548.0,15774.295817371458,80.50876076959149
social,peace and justice,World,controlCorruption,2011,5068947557.0,16068.559426368864,80.89666373912203
social,peace and justice,World,controlCorruption,2012,5134844706.0,16226.866901290789,79.09398855964955
social,peace and justice,World,controlCorruption,2013,5200757407.0,16419.09098974723,79.28789563682088
social,peace and justice,World,controlCorruption,2014,5266550178.0,16637.442293307293,77.89981894642439
social,peace and justice,World,controlCorruption,2015,5331497278.0,16863.981412950558,76.77370622662853
social,peace and justice,World,controlCorruption,2016,5395491636.0,17054.26891212842,77.14970265148527
social,peace and justice,World,controlCorruption,2017,5458677719.0,17413.69534514696,75.39862471905622
social,peace and justice,World,controlCorruption,2018,5520512900.0,17721.40283391695,77.05378272955056
social,peace and justice,World,controlCorruption,2019,5580971652.0,17912.821532253565,74.56823478005977
social,peace and justice,World,controlCorruption,2020,5638942837.0,16969.22767060095,75.70267463378325
social,peace and justice,World,controlCorruption,2021,5691767651.0,17771.216115037994,74.62251558544021
social,peace and justice,World,controlCorruption,2022,5741934331.0,18193.536202261443,74.77606433214086
social,peace and justice,Bottom-40,controlCorruption,2000,2046843979.0,2652.623164815771,
social,peace and justice,Bottom-40,controlCorruption,2001,2089308297.0,2726.519368474804,
social,peace and justice,Bottom-40,controlCorruption,2002,2132524521.0,2793.2486165491678,
social,peace and justice,Bottom-40,controlCorruption,2003,2175611989.0,2919.6242412354504,
social,peace and justice,Bottom-40,controlCorruption,2004,2218178413.0,3076.327924390546,
social,peace and justice,Bottom-40,controlCorruption,2005,2260378738.0,3230.1646405927545,83.1334361074893
social,peace and justice,Bottom-40,controlCorruption,2006,2302057409.0,3409.656115407229,82.93388155841369
social,peace and justice,Bottom-40,controlCorruption,2007,2343127148.0,3587.8418872562274,84.00084213054457
social,peace and justice,Bottom-40,controlCorruption,2008,2384358657.0,3663.524335235869,86.4668743813569
social,peace and justice,Bottom-40,controlCorruption,2009,2426460513.0,3816.400465184288,86.69588682061236
social,peace and justice,Bottom-40,controlCorruption,2010,2469441649.0,4008.393716170501,83.9341129075425
social,peace and justice,Bottom-40,controlCorruption,2011,2513241063.0,4150.133445122023,85.67560998522737
social,peace and justice,Bottom-40,controlCorruption,2012,2556973441.0,4294.522763401915,82.18645870392538
social,peace and justice,Bottom-40,controlCorruption,2013,2600246577.0,4480.109202581321,81.26722081496591
social,peace and justice,Bottom-40,controlCorruption,2014,2643280995.0,4697.644624443966,80.84445899786226
social,peace and justice,Bottom-40,controlCorruption,2015,2685939375.0,4927.464372250671,78.27766421094174
social,peace and justice,Bottom-40,controlCorruption,2016,2729297572.0,5138.295139243285,77.62377124314419
social,peace and justice,Bottom-40,controlCorruption,2017,2773403415.0,5375.733397690406,76.42548490745193
social,peace and justice,Bottom-40,controlCorruption,2018,2817151600.0,5613.163225439586,78.92593153328161
social,peace and justice,Bottom-40,controlCorruption,2019,2860505744.0,5769.786858350714,75.526142496348
social,peace and justice,Bottom-40,controlCorruption,2020,2904151149.0,5450.381990461728,78.48070092020077
social,peace and justice,Bottom-40,controlCorruption,2021,2946115419.0,5720.351054200448,76.58955983238496
social,peace and justice,Bottom-40,controlCorruption,2022,2986303189.0,6007.033597263479,77.13948772483658
social,peace and justice,Middle-40,controlCorruption,2000,1439067493.0,11348.368367255916,
social,peace and justice,Middle-40,controlCorruption,2001,1453483786.0,11510.514136799273,
social,peace and justice,Middle-40,controlCorruption,2002,1467156964.0,11717.235795831062,
